country_name,trust_govt_w1,trust_govt_w6,trust_mil_w1,trust_mil_w6,dem_sat_w1,dem_sat_w6,govt_change_20yr,mil_change_20yr,mil_govt_ratio
Thailand,2.849277357192017,1.8917253521126782,3.069719753930281,1.6224758560140462,3.2430830039525684,2.258497316636852,-0.9575520050793389,-1.4472438979162348,1.5113997884598676
Philippines,2.488333333333336,2.7529610829103217,2.583333333333334,3.127409891031011,2.4716666666666685,2.771573604060913,0.26462774957698576,0.5440765576976769,2.05600719715675
Taiwan,2.4000000000000004,2.438608458390177,2.7516666666666665,2.6696428571428577,2.495341614906833,2.8939393939393936,0.03860845839017646,-0.08202380952380883,-2.124503617701529
