wave,n,loser_pct,winner_pct,loser_effect,chi_sq,p_value
W2,9208,51.138888888888886,44.686162624821684,6.452726264067202,36.37239528889512,1.629954910557002e-9
W3,8237,51.52363184079603,47.20175263891655,4.321879201879476,14.481572187085547,1.4153740372654635e-4
W4,9828,56.08283002588438,50.99984254448119,5.082987481403187,23.0903764812415,1.5456236180629178e-6
W6,6762,58.29463908822288,59.754154336444344,-1.4595152482214644,1.2980038753188463,0.25457816087656443
