model_id,dv,ref_wave,term,wave_label,estimate,std.error,conf.low,conf.high,statistic,p.value
M1,Govt withholds information,Wave 2 (2006),wave_fac3,3,0.14249571119195334,0.07960021720738113,-0.01349320542556086,0.2985555772894572,1.7901422407015752,NA
M1,Govt withholds information,Wave 2 (2006),wave_fac4,4,0.42568400357961295,0.07947894890090092,0.2699986654227908,0.5815717641108722,5.355933985870663,NA
M1,Govt withholds information,Wave 2 (2006),wave_fac5,5,0.9643320119417103,0.07967134526071522,0.8083838698452985,1.1207112536302257,12.103875098205583,NA
M1,Govt withholds information,Wave 2 (2006),wave_fac6,6,1.0074749300262724,0.08064239420095304,0.849635274650405,1.1657698653749484,12.493117795036472,NA
M2,Corrupt witnessed,Wave 1 (2003),wave_fac2,2,-0.25146754562640977,0.0840581284423795,-0.416248320023461,-0.08669135989712665,-2.99159106068828,0.002775277543845069
M2,Corrupt witnessed,Wave 1 (2003),wave_fac3,3,1.004189227620409,0.09351130608208388,0.8222699964864316,1.1889588825058997,10.738693209342358,6.698580790584047e-27
M2,Corrupt witnessed,Wave 1 (2003),wave_fac4,4,1.1862159771060043,0.09575107761585958,1.0001892377442905,1.3756793383076693,12.388539185584344,3.014851974714545e-35
M2,Corrupt witnessed,Wave 1 (2003),wave_fac5,5,3.38894209753439,0.20571836319100195,3.006544599558152,3.8162376524504684,16.47369755896746,5.669648805240202e-61
M2,Corrupt witnessed,Wave 1 (2003),wave_fac6,6,3.603665007367802,0.2322286769869605,3.175820026368797,4.091148668196148,15.517743347304801,2.63143601451808e-54
